PLAYER,TEAM,GP,W,L,MP,PTS,TOUCHES,FRONT CT TOUCHES,TIME OF POSS,AVG SEC PER TOUCH,AVG DRIB PER TOUCH, PTS PER TOUCH, ELBOW TOUCHES,POST UPS,PAINT TOUCHES,PTS PER ELBOW TOUCH,PTS PER POST TOUCH, PTS PER PAINT TOUCH,SEASON
Brandon Clarke,MEMPHIS GRIZZLIES,59,32,27,24.0,10.3,30.5,19.1,0.7,1.47,0.73,0.339,2.7,0.3,4.9,0.586,0.5,0.983,2021
Brandon Goodwin,ATLANTA HAWKS,47,25,22,13.2,4.9,29.5,11.8,2.4,4.84,4.21,0.165,0.1,0.0,0.3,1.25,0.0,0.385,2021
Brandon Ingram,NEW ORLEANS PELICANS,61,29,32,34.3,23.8,62.8,40.2,3.9,3.74,2.73,0.379,0.9,0.5,0.8,0.774,0.742,0.745,2021
Brian Bowen II,INDIANA PACERS,6,1,5,2.5,0.5,2.5,1.3,0.1,1.91,0.8,0.2,0.0,0.0,0.2,0.0,0.0,0.0,2021
Brodric Thomas,CLEVELAND CAVALIERS,32,6,26,12.5,3.9,18.0,9.9,1.0,3.28,2.75,0.217,0.3,0.0,0.6,0.727,0.0,1.0,2021
Brook Lopez,MILWAUKEE BUCKS,70,46,24,27.2,12.3,28.4,17.8,0.7,1.4,0.39,0.432,1.2,1.6,4.0,0.841,0.718,1.071,2021
Bruce Brown,,65,45,20,22.3,8.8,30.6,15.0,1.1,2.16,1.38,0.288,2.0,0.1,4.4,0.617,0.4,0.885,2021
Bruno Caboclo,HOUSTON ROCKETS,6,1,5,6.1,2.8,12.3,7.2,0.4,1.72,0.68,0.23,0.5,0.0,1.5,1.333,0.0,0.556,2021
Bruno Fernando,ATLANTA HAWKS,33,20,13,6.8,1.5,10.6,5.1,0.3,1.58,0.59,0.145,0.7,0.4,1.3,0.5,0.077,0.833,2021
Bryn Forbes,MILWAUKEE BUCKS,70,45,25,19.3,10.0,19.7,14.0,0.7,2.03,1.31,0.507,0.1,0.0,0.2,0.0,0.0,0.412,2021
Buddy Hield,SACRAMENTO KINGS,71,31,40,34.3,16.6,54.5,32.4,2.5,2.72,2.1,0.304,0.2,0.0,0.5,0.333,0.0,0.771,2021
CJ Elleby,PORTLAND TRAIL BLAZERS,30,19,11,6.4,2.3,8.6,3.8,0.5,3.65,3.02,0.263,0.1,0.0,0.4,0.0,0.0,1.0,2021
CJ McCollum,PORTLAND TRAIL BLAZERS,47,28,19,34.0,23.1,65.1,28.3,5.2,4.79,4.3,0.355,0.6,0.0,0.8,0.423,0.5,0.5,2021
Caleb Martin,,53,23,30,15.4,5.0,21.1,14.0,0.8,2.32,1.39,0.237,0.4,0.0,0.6,0.65,0.0,0.452,2021
Cam Reddish,ATLANTA HAWKS,26,10,16,28.9,11.2,35.0,21.7,1.5,2.52,1.73,0.321,0.7,0.0,1.6,1.118,0.0,1.171,2021
Cam Reynolds,HOUSTON ROCKETS,5,3,2,8.1,3.0,9.8,6.6,0.3,1.54,0.86,0.306,0.2,0.0,0.8,0.0,0.0,0.5,2021
Cameron Johnson,,60,43,17,24.0,9.6,31.6,20.8,0.8,1.57,0.81,0.302,0.6,0.0,1.0,0.485,0.0,0.667,2021
Cameron Oliver,HOUSTON ROCKETS,4,1,3,21.8,10.8,41.0,21.8,0.9,1.35,0.28,0.262,2.0,1.3,2.8,0.75,0.4,1.455,2021
Cameron Payne,,60,42,18,18.0,8.4,45.2,17.0,3.6,4.75,4.03,0.186,0.1,0.0,0.3,0.5,0.0,0.5,2021
Caris LeVert,INDIANA PACERS,47,24,23,31.6,20.2,62.7,33.1,4.1,3.96,3.69,0.321,0.9,0.1,1.2,0.585,0.0,0.702,2021
Carmelo Anthony,PORTLAND TRAIL BLAZERS,69,39,30,24.5,13.4,30.0,20.0,1.4,2.88,1.46,0.446,0.7,3.2,0.7,0.28,0.784,0.857,2021
Carsen Edwards,BOSTON CELTICS,31,14,17,8.9,4.0,11.7,7.0,0.5,2.4,1.75,0.34,0.1,0.0,0.3,2.0,0.0,1.25,2021
Cassius Stanley,INDIANA PACERS,24,10,14,3.9,1.5,5.4,3.7,0.2,2.69,2.26,0.279,0.0,0.0,0.5,2.0,0.0,1.083,2021
Cassius Winston,WASHINGTON WIZARDS,22,10,12,4.5,1.9,9.9,3.4,0.7,4.4,3.99,0.189,0.0,0.0,0.0,0.0,0.0,0.0,2021
Cedi Osman,CLEVELAND CAVALIERS,59,17,42,25.6,10.4,43.2,27.7,2.0,2.77,2.04,0.24,0.5,0.1,1.1,0.571,0.5,0.677,2021
Chandler Hutchison,WASHINGTON WIZARDS,25,11,14,13.8,4.3,17.5,8.8,0.6,2.04,1.13,0.245,0.4,0.1,1.2,1.0,1.0,0.833,2021
Charlie Brown Jr.,OKLAHOMA CITY THUNDER,9,1,8,16.9,4.4,15.3,10.1,0.5,2.05,1.26,0.29,0.2,0.0,0.3,0.0,0.0,0.667,2021
Chasson Randle,ORLANDO MAGIC,41,10,31,20.4,6.5,40.8,11.3,3.9,5.76,5.28,0.159,0.1,0.0,0.2,0.667,0.0,0.5,2021
Chimezie Metu,SACRAMENTO KINGS,36,14,22,13.6,6.3,22.4,12.8,0.7,1.79,0.66,0.28,1.6,0.9,2.5,0.517,0.406,1.044,2021
Chris Boucher,TORONTO RAPTORS,60,25,35,24.2,13.6,38.8,21.5,1.0,1.6,0.46,0.351,1.5,0.2,4.8,0.783,0.5,1.077,2021
Chris Chiozza,,22,12,10,10.6,4.0,26.1,9.1,2.0,4.57,4.21,0.153,0.1,0.0,0.2,0.0,0.0,0.0,2021
Chris Paul,,70,49,21,31.4,16.4,77.4,25.5,7.2,5.56,4.84,0.212,0.3,0.3,0.3,0.556,0.682,0.333,2021
Chris Silva,SACRAMENTO KINGS,15,8,7,6.2,2.1,10.9,5.1,0.3,1.7,0.65,0.195,1.0,0.1,1.3,0.267,0.0,1.05,2021
Christian Wood,HOUSTON ROCKETS,41,12,29,32.3,21.0,61.0,35.6,2.2,2.15,1.0,0.344,3.1,2.9,6.6,0.711,0.59,1.185,2021
Chuma Okeke,ORLANDO MAGIC,45,15,30,25.2,7.8,39.6,20.8,1.3,2.0,1.07,0.196,0.7,1.1,1.4,0.3,0.647,0.714,2021
Clint Capela,ATLANTA HAWKS,63,34,29,30.1,15.2,47.1,24.0,1.1,1.42,0.33,0.322,3.4,1.6,12.3,0.519,0.564,0.977,2021
Coby White,CHICAGO BULLS,69,30,39,31.2,15.1,66.3,24.2,5.4,4.93,4.37,0.227,0.7,0.1,0.4,0.356,0.0,0.552,2021
Cody Martin,,52,26,26,16.3,4.0,22.4,13.5,0.9,2.45,1.48,0.177,0.3,0.0,1.1,0.625,1.0,0.509,2021
Cody Zeller,,48,21,27,20.9,9.4,34.6,21.6,0.9,1.63,0.6,0.272,3.4,0.6,6.0,0.503,0.333,0.792,2021
Cole Anthony,ORLANDO MAGIC,47,13,34,27.1,12.9,61.2,16.1,6.1,6.0,5.67,0.21,0.3,0.0,0.9,0.462,2.0,0.625,2021
Collin Sexton,CLEVELAND CAVALIERS,60,18,42,35.3,24.3,76.6,37.5,5.9,4.59,4.05,0.318,1.3,0.2,2.2,0.88,0.615,0.962,2021
Cory Joseph,DETROIT PISTONS,63,25,38,23.0,8.2,41.7,17.6,3.0,4.35,4.39,0.197,0.5,0.0,0.8,0.267,0.0,0.521,2021
Cristiano Felicio,CHICAGO BULLS,18,6,12,4.6,1.3,10.2,5.6,0.4,2.12,0.61,0.125,0.8,0.1,1.2,0.267,0.0,0.81,2021
D'Angelo Russell,MINNESOTA TIMBERWOLVES,42,16,26,28.5,19.0,68.4,31.4,5.0,4.43,3.71,0.277,0.6,0.5,0.9,0.704,0.8,0.872,2021
D.J. Augustin,HOUSTON ROCKETS,57,28,29,19.8,7.7,37.2,16.2,3.2,5.15,5.26,0.207,0.1,0.0,0.2,0.286,0.0,0.444,2021
D.J. Wilson,HOUSTON ROCKETS,35,13,22,12.4,5.2,20.4,10.7,0.6,1.78,0.67,0.256,1.1,0.2,2.0,0.447,0.286,0.638,2021
DaQuan Jeffries,SAN ANTONIO SPURS,31,6,25,15.9,4.1,16.5,10.0,0.5,1.73,0.86,0.248,0.4,0.0,0.7,0.462,2.0,0.773,2021
Dakota Mathias,PHILADELPHIA 76ERS,8,4,4,15.4,6.0,22.1,17.5,0.8,2.09,1.43,0.271,0.5,0.0,0.1,0.5,0.0,0.0,2021
Damian Jones,SACRAMENTO KINGS,39,24,15,14.0,4.7,17.4,10.9,0.4,1.54,0.48,0.27,2.0,0.4,3.3,0.692,0.429,0.976,2021
Damian Lillard,PORTLAND TRAIL BLAZERS,67,39,28,35.8,28.8,81.3,26.1,8.3,6.16,5.62,0.354,0.3,0.4,0.7,1.0,1.0,0.63,2021
Damion Lee,GOLDEN STATE WARRIORS,57,28,29,18.9,6.5,29.8,17.6,0.9,1.79,0.93,0.22,0.2,0.0,0.4,0.2,0.0,1.261,2021
Damyean Dotson,CLEVELAND CAVALIERS,46,14,32,19.7,6.7,33.0,18.1,2.1,3.79,3.12,0.203,0.3,0.0,0.2,0.615,0.0,0.727,2021
Daniel Gafford,WASHINGTON WIZARDS,54,31,23,14.7,7.0,22.1,10.6,0.5,1.47,0.3,0.319,1.5,0.5,4.9,0.663,0.929,1.158,2021
Daniel Oturu,LOS ANGELES CLIPPERS,30,21,9,5.4,1.8,6.2,3.7,0.2,2.16,1.01,0.29,0.4,0.4,1.4,0.167,0.308,0.683,2021
Daniel Theis,CHICAGO BULLS,65,28,37,24.6,9.6,36.3,21.9,1.0,1.59,0.4,0.266,2.2,0.4,4.0,0.521,0.704,1.128,2021
Danilo Gallinari,ATLANTA HAWKS,51,29,22,24.0,13.3,41.3,25.3,1.6,2.28,0.91,0.321,0.7,2.9,0.9,0.711,0.513,1.152,2021
Danny Green,PHILADELPHIA 76ERS,69,46,23,28.0,9.5,38.2,22.4,1.0,1.57,0.68,0.248,0.2,0.0,0.7,0.429,0.667,0.478,2021
Dante Exum,HOUSTON ROCKETS,6,3,3,19.4,3.8,30.2,15.5,2.0,3.93,3.22,0.127,0.3,0.0,1.3,1.0,0.0,1.0,2021
Danuel House Jr.,HOUSTON ROCKETS,36,8,28,25.9,8.8,36.7,19.9,1.5,2.4,1.48,0.238,0.4,0.1,1.1,0.867,0.0,0.872,2021
Dario Saric,,50,37,13,17.4,8.7,32.7,21.3,0.9,1.68,0.7,0.267,2.7,2.3,4.0,0.489,0.482,0.782,2021
Darius Bazley,OKLAHOMA CITY THUNDER,55,16,39,31.2,13.7,53.6,26.6,2.4,2.68,1.89,0.256,0.7,0.2,1.8,0.611,0.455,0.856,2021
Darius Garland,CLEVELAND CAVALIERS,54,18,36,33.1,17.4,77.1,33.4,6.2,4.82,4.36,0.226,0.6,0.1,0.7,0.485,0.0,0.694,2021
Darius Miller,OKLAHOMA CITY THUNDER,18,5,13,10.9,4.1,13.2,9.0,0.5,2.11,1.22,0.308,0.1,0.1,0.2,1.0,2.0,1.333,2021
David Nwaba,HOUSTON ROCKETS,30,8,22,22.6,9.2,22.8,14.7,0.8,2.01,1.33,0.404,0.3,0.0,1.9,0.8,2.0,1.018,2021
Davis Bertans,WASHINGTON WIZARDS,57,29,28,25.7,11.5,28.5,16.5,0.6,1.27,0.44,0.404,0.2,0.0,0.6,0.615,0.0,0.735,2021
De'Aaron Fox,SACRAMENTO KINGS,58,24,34,35.1,25.2,86.5,29.2,7.4,5.16,4.7,0.291,0.2,0.1,0.4,0.917,0.5,0.667,2021
De'Andre Hunter,ATLANTA HAWKS,23,12,11,29.5,15.0,38.5,26.0,1.5,2.28,1.49,0.389,0.7,1.5,1.3,1.375,0.794,1.0,2021
De'Anthony Melton,MEMPHIS GRIZZLIES,52,27,25,20.1,9.1,33.4,16.2,1.8,3.28,2.59,0.272,0.4,0.0,1.1,0.565,0.0,0.473,2021
DeAndre Jordan,,57,37,20,21.9,7.5,30.6,16.9,0.7,1.47,0.18,0.245,3.2,0.3,5.8,0.33,0.333,1.057,2021
DeAndre' Bembry,TORONTO RAPTORS,51,23,28,19.1,5.7,32.6,16.3,1.8,3.34,2.55,0.176,0.6,0.2,1.9,0.767,0.222,0.814,2021
DeMar DeRozan,SAN ANTONIO SPURS,61,27,34,33.7,21.6,59.5,29.7,5.4,5.49,4.92,0.363,0.9,1.3,1.0,0.589,0.7,0.742,2021
DeMarcus Cousins,LOS ANGELES CLIPPERS,41,22,19,17.4,8.9,36.5,21.2,1.2,2.01,0.77,0.245,1.0,3.1,2.1,0.512,0.528,0.648,2021
Dean Wade,CLEVELAND CAVALIERS,63,19,44,19.2,6.0,29.4,16.7,0.8,1.67,0.54,0.203,0.6,0.3,1.4,0.25,0.471,0.802,2021
Deandre Ayton,,69,48,21,30.6,14.4,46.2,26.8,1.3,1.67,0.44,0.312,3.7,4.7,11.7,0.534,0.633,0.939,2021
Deividas Sirvydis,DETROIT PISTONS,20,8,12,6.7,2.1,8.9,5.2,0.3,1.78,0.91,0.23,0.1,0.0,0.3,0.0,0.0,0.6,2021
Dejounte Murray,SAN ANTONIO SPURS,67,32,35,31.9,15.7,69.0,24.0,5.5,4.8,4.36,0.227,0.3,0.0,1.0,0.75,1.0,0.646,2021
Delon Wright,SACRAMENTO KINGS,63,21,42,27.7,10.2,58.6,21.1,5.0,5.11,4.57,0.175,0.4,0.1,1.4,0.64,0.0,0.655,2021
Deni Avdija,WASHINGTON WIZARDS,54,25,29,23.3,6.3,31.3,14.3,0.9,1.79,0.93,0.202,0.6,0.1,1.2,0.935,0.25,0.955,2021
Dennis Schroder,LOS ANGELES LAKERS,61,38,23,32.1,15.4,78.2,31.5,6.1,4.66,4.01,0.197,0.6,0.0,0.5,0.556,0.0,0.375,2021
Dennis Smith Jr.,DETROIT PISTONS,23,7,16,18.3,6.7,42.2,14.3,3.6,5.15,4.65,0.159,0.2,0.0,0.6,0.5,0.0,0.857,2021
Denzel Valentine,CHICAGO BULLS,62,26,36,16.7,6.5,23.5,16.2,1.0,2.47,1.91,0.278,0.2,0.0,0.5,0.643,0.0,0.931,2021
Derrick Favors,UTAH JAZZ,68,49,19,15.3,5.4,16.0,11.0,0.4,1.33,0.27,0.339,1.7,0.1,4.8,0.845,0.444,0.852,2021
Derrick Jones Jr.,PORTLAND TRAIL BLAZERS,58,32,26,22.7,6.8,19.8,11.6,0.5,1.65,0.71,0.346,0.4,0.0,2.7,0.762,0.0,0.885,2021
Derrick Rose,NEW YORK KNICKS,50,28,22,25.6,14.7,57.4,20.0,5.1,5.38,4.87,0.256,0.6,0.1,0.8,0.414,0.667,0.684,2021
Derrick White,SAN ANTONIO SPURS,36,18,18,29.5,15.4,46.2,23.8,3.1,4.04,3.52,0.333,0.4,0.1,0.6,0.5,0.0,1.048,2021
Desmond Bane,MEMPHIS GRIZZLIES,68,36,32,22.3,9.2,31.0,17.4,1.1,2.19,1.3,0.297,0.2,0.0,0.6,0.933,0.0,0.837,2021
Devin Booker,,67,48,19,33.9,25.6,56.2,37.1,4.0,4.32,3.52,0.455,2.2,1.5,2.1,0.687,0.55,0.722,2021
Devin Cannady,ORLANDO MAGIC,8,0,8,9.3,4.3,9.3,7.1,0.4,2.31,1.77,0.459,0.0,0.0,0.0,0.0,0.0,0.0,2021
Devin Vassell,SAN ANTONIO SPURS,62,30,32,17.0,5.5,16.9,11.1,0.5,1.95,1.16,0.325,0.2,0.0,0.6,0.867,0.0,0.923,2021
Devon Dotson,CHICAGO BULLS,11,4,7,4.6,2.1,10.0,4.2,0.7,4.49,3.86,0.209,0.3,0.0,0.1,0.0,0.0,0.0,2021
Devontae Cacok,LOS ANGELES LAKERS,20,8,12,4.9,2.0,6.8,3.4,0.2,1.62,0.53,0.287,0.6,0.2,1.6,0.182,1.0,0.781,2021
Devonte' Graham,,55,23,32,30.2,14.8,70.6,31.9,5.1,4.32,3.85,0.21,0.1,0.0,0.3,0.571,0.0,0.353,2021
Dewayne Dedmon,MIAMI HEAT,16,11,5,13.2,7.1,19.9,10.8,0.5,1.55,0.35,0.355,1.3,0.7,4.8,0.905,0.545,1.078,2021
Didi Louzada,NEW ORLEANS PELICANS,3,0,3,18.8,2.7,18.0,12.7,0.8,2.79,2.17,0.148,0.3,0.0,0.3,0.0,0.0,0.0,2021
Dillon Brooks,MEMPHIS GRIZZLIES,67,36,31,29.8,17.2,41.6,28.6,1.8,2.67,1.98,0.413,0.6,0.1,0.9,0.465,0.25,0.889,2021
Domantas Sabonis,INDIANA PACERS,62,29,33,36.0,20.3,97.4,54.7,3.6,2.21,1.19,0.209,6.7,7.6,9.0,0.507,0.412,0.908,2021
Donovan Mitchell,UTAH JAZZ,53,39,14,33.4,26.4,75.2,31.2,6.1,4.89,4.51,0.351,0.2,0.0,0.9,0.273,0.0,0.64,2021
Donta Hall,ORLANDO MAGIC,13,3,10,13.8,5.6,18.9,9.8,0.4,1.42,0.39,0.297,1.9,0.1,4.4,0.52,0.0,0.947,2021
Donte DiVincenzo,MILWAUKEE BUCKS,66,44,22,27.5,10.4,44.5,20.5,2.0,2.75,2.13,0.234,0.6,0.0,2.3,0.4,0.0,0.682,2021
Dorian Finney-Smith,DALLAS MAVERICKS,60,36,24,32.0,9.8,39.5,21.9,1.1,1.66,0.72,0.249,0.5,0.0,2.2,0.241,0.0,0.84,2021
Doug McDermott,INDIANA PACERS,66,32,34,24.5,13.6,29.1,21.9,0.7,1.39,0.72,0.468,0.4,0.0,2.3,1.034,2.0,1.375,2021
Draymond Green,GOLDEN STATE WARRIORS,63,35,28,31.5,7.0,74.2,37.2,3.0,2.46,1.64,0.095,2.0,2.4,1.8,0.333,0.091,0.452,2021
Drew Eubanks,SAN ANTONIO SPURS,54,21,33,14.0,5.8,22.1,13.1,0.6,1.69,0.48,0.26,1.7,0.7,3.8,0.548,0.564,0.975,2021
Duncan Robinson,MIAMI HEAT,72,40,32,31.4,13.1,38.8,27.2,1.1,1.64,0.63,0.337,0.3,0.1,0.8,0.727,0.0,1.098,2021
Dwayne Bacon,ORLANDO MAGIC,72,21,51,25.7,10.9,29.6,19.5,1.6,3.33,2.37,0.37,0.4,0.0,0.6,0.769,0.0,0.976,2021
Dwight Howard,PHILADELPHIA 76ERS,69,46,23,17.3,7.0,30.3,15.4,0.8,1.65,0.58,0.23,1.2,0.5,6.0,0.259,0.568,0.93,2021
Dwight Powell,DALLAS MAVERICKS,58,36,22,16.6,5.9,25.1,13.5,0.6,1.46,0.43,0.235,1.4,0.1,4.3,0.458,1.4,0.911,2021
Dylan Windler,CLEVELAND CAVALIERS,31,11,20,16.5,5.2,24.2,15.8,0.8,1.89,0.79,0.214,0.3,0.0,1.1,0.556,0.0,0.824,2021
E'Twaun Moore,,27,20,7,14.4,4.9,25.9,11.6,1.6,3.78,3.52,0.191,0.2,0.0,0.6,0.667,2.0,0.625,2021
Ed Davis,MINNESOTA TIMBERWOLVES,23,5,18,13.0,2.1,24.9,13.8,0.7,1.6,0.54,0.084,1.4,0.2,3.0,0.281,0.0,0.529,2021
Edmond Sumner,INDIANA PACERS,53,23,30,16.2,7.5,19.1,13.8,0.7,2.27,1.62,0.394,0.2,0.0,0.8,1.0,0.0,1.025,2021
Elfrid Payton,NEW YORK KNICKS,63,36,27,23.6,10.1,52.6,19.1,4.1,4.69,4.35,0.193,0.5,0.2,1.4,0.313,0.0,0.681,2021
Elijah Bryant,MILWAUKEE BUCKS,1,0,1,31.6,16.0,49.0,19.0,3.4,4.21,3.82,0.327,0.0,0.0,2.0,0.0,0.0,1.0,2021
Elijah Hughes,UTAH JAZZ,18,14,4,3.5,1.7,6.2,3.9,0.3,2.6,1.83,0.277,0.0,0.0,0.0,0.0,0.0,0.0,2021
Enes Freedom,PORTLAND TRAIL BLAZERS,72,42,30,24.4,11.2,34.7,18.8,1.0,1.8,0.43,0.323,2.0,2.1,6.6,0.745,0.667,1.101,2021
Eric Bledsoe,NEW ORLEANS PELICANS,71,31,40,29.7,12.2,49.9,24.6,2.9,3.5,2.97,0.245,0.2,0.0,0.5,0.933,0.0,0.688,2021
Eric Gordon,HOUSTON ROCKETS,27,10,17,29.2,17.8,48.7,27.4,2.9,3.53,3.03,0.366,0.2,0.0,0.1,0.4,0.0,0.5,2021
Eric Paschall,GOLDEN STATE WARRIORS,40,20,20,17.4,9.5,29.7,19.2,1.2,2.47,1.5,0.321,1.3,1.6,1.9,0.549,0.656,1.053,2021
Ersan Ilyasova,UTAH JAZZ,17,14,3,8.7,3.8,10.9,6.4,0.2,1.34,0.51,0.349,0.3,0.0,0.5,0.0,0.0,0.444,2021
Evan Fournier,BOSTON CELTICS,42,18,24,30.0,17.1,44.2,32.5,2.1,2.86,2.04,0.387,0.4,0.1,0.7,0.722,0.333,1.258,2021
Facundo Campazzo,DENVER NUGGETS,65,43,22,21.9,6.1,43.2,19.2,2.8,3.89,3.82,0.141,0.2,0.0,0.4,0.143,0.0,0.4,2021
Frank Jackson,DETROIT PISTONS,40,13,27,18.5,9.8,22.6,14.7,0.9,2.5,1.96,0.431,0.5,0.0,0.7,0.75,0.0,0.815,2021
Frank Kaminsky,,47,33,14,15.2,6.6,28.5,17.6,0.8,1.72,0.69,0.232,2.0,0.9,2.7,0.478,0.585,0.875,2021
Frank Mason III,ORLANDO MAGIC,4,1,3,19.8,6.3,37.5,10.8,4.0,6.35,6.13,0.167,0.5,0.0,0.5,0.0,0.0,0.0,2021
Frank Ntilikina,NEW YORK KNICKS,33,23,10,9.8,2.7,13.6,5.8,0.8,3.63,3.19,0.199,0.2,0.1,0.1,0.0,1.0,0.0,2021
Fred VanVleet,TORONTO RAPTORS,52,22,30,36.5,19.6,81.3,38.7,5.8,4.25,3.81,0.241,0.5,0.0,0.7,0.731,0.0,0.447,2021
Freddie Gillespie,TORONTO RAPTORS,20,7,13,19.6,5.6,24.6,13.8,0.7,1.6,0.48,0.226,1.6,0.6,4.6,0.563,0.182,0.736,2021
Furkan Korkmaz,PHILADELPHIA 76ERS,55,39,16,19.3,9.1,26.6,20.4,1.1,2.38,1.76,0.342,0.2,0.0,0.3,0.462,0.0,1.176,2021
Gabe Vincent,MIAMI HEAT,50,27,23,13.1,4.8,20.8,9.9,1.4,4.08,3.33,0.232,0.1,0.0,0.3,1.167,0.0,0.813,2021
Gabriel Deck,OKLAHOMA CITY THUNDER,10,1,9,21.2,8.4,24.9,17.1,1.0,2.35,1.56,0.337,0.5,2.0,3.3,0.4,0.4,0.485,2021
Garrett Temple,CHICAGO BULLS,56,25,31,27.3,7.6,30.9,20.5,1.2,2.27,1.63,0.244,0.4,0.0,1.0,0.55,0.0,0.764,2021
Garrison Mathews,WASHINGTON WIZARDS,64,32,32,16.2,5.5,12.3,8.2,0.3,1.42,0.52,0.45,0.1,0.0,0.2,1.75,0.0,1.357,2021
Gary Clark,PHILADELPHIA 76ERS,39,12,27,16.8,3.1,24.1,11.0,0.6,1.5,0.34,0.127,0.3,0.1,1.0,0.0,0.0,0.308,2021
Gary Harris,ORLANDO MAGIC,39,15,24,27.7,9.9,28.2,22.3,1.3,2.82,2.2,0.353,1.2,0.0,1.4,0.467,0.0,0.463,2021
Gary Payton II,GOLDEN STATE WARRIORS,10,7,3,4.0,2.5,6.3,2.7,0.2,1.78,1.1,0.397,0.4,0.0,0.7,1.5,0.0,1.714,2021
Gary Trent Jr.,TORONTO RAPTORS,58,29,29,31.1,15.3,33.4,22.9,1.6,2.79,2.22,0.458,0.1,0.0,0.4,1.0,0.0,0.692,2021
George Hill,PHILADELPHIA 76ERS,30,16,14,22.4,8.7,39.7,22.2,2.4,3.67,3.06,0.219,0.3,0.1,1.0,0.222,0.0,0.483,2021
Georges Niang,UTAH JAZZ,72,52,20,16.0,6.9,28.8,13.8,0.7,1.51,0.67,0.241,0.2,0.1,0.3,0.412,0.0,1.0,2021
Giannis Antetokounmpo,MILWAUKEE BUCKS,61,40,21,33.0,28.1,70.0,30.8,4.6,3.92,2.8,0.402,4.8,4.5,6.0,0.755,0.596,0.964,2021
Glenn Robinson III,SACRAMENTO KINGS,23,9,14,16.1,5.3,17.9,11.1,0.6,1.9,1.13,0.294,0.2,0.1,1.0,0.4,1.0,0.636,2021
Goga Bitadze,INDIANA PACERS,45,19,26,12.5,5.1,21.0,12.8,0.5,1.35,0.37,0.245,1.5,0.6,3.3,0.441,0.5,0.81,2021
Goran Dragic,MIAMI HEAT,50,30,20,26.7,13.4,58.7,24.6,4.3,4.43,3.96,0.229,0.7,0.4,1.0,0.417,0.364,0.627,2021
Gordon Hayward,,44,24,20,34.0,19.6,64.6,41.9,3.0,2.78,1.82,0.304,1.1,0.8,2.7,1.085,0.611,0.992,2021
Gorgui Dieng,SAN ANTONIO SPURS,38,14,24,14.5,6.8,25.1,15.7,0.7,1.79,0.75,0.27,1.7,0.6,2.9,0.415,0.417,0.789,2021
Grant Riller,,7,2,5,3.9,2.6,9.1,4.7,0.7,4.68,4.34,0.281,0.0,0.0,0.0,0.0,0.0,0.0,2021
Grant Williams,BOSTON CELTICS,63,30,33,18.1,4.7,25.2,13.4,0.7,1.57,0.59,0.185,0.5,0.7,1.5,0.207,0.488,0.656,2021
Grayson Allen,MEMPHIS GRIZZLIES,50,26,24,25.2,10.6,33.6,18.8,1.4,2.42,1.68,0.317,0.2,0.0,0.3,0.5,0.0,0.4,2021
Greg Whittington,DENVER NUGGETS,4,3,1,3.0,0.0,3.0,1.5,0.1,1.34,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021
Hamidou Diallo,DETROIT PISTONS,52,18,34,23.6,11.6,40.0,21.6,2.0,3.07,2.52,0.291,0.4,0.2,1.9,1.045,0.6,1.01,2021
Harrison Barnes,SACRAMENTO KINGS,58,25,33,36.2,16.1,55.6,31.0,2.0,2.17,1.17,0.289,1.3,2.5,2.8,0.551,0.469,0.866,2021
Harry Giles III,PORTLAND TRAIL BLAZERS,38,23,15,9.2,2.8,15.1,7.1,0.5,1.98,0.7,0.188,0.6,0.6,1.4,0.217,0.364,0.679,2021
Hassan Whiteside,SACRAMENTO KINGS,36,16,20,15.2,8.1,23.7,12.8,0.6,1.56,0.39,0.343,2.0,2.2,6.0,0.676,0.65,0.949,2021
Henry Ellenson,TORONTO RAPTORS,2,0,2,19.2,7.5,34.5,22.0,0.9,1.55,0.64,0.217,1.0,0.0,2.0,0.0,0.0,1.0,2021
Ignas Brazdeikis,ORLANDO MAGIC,13,3,10,19.1,7.0,29.3,13.6,1.1,2.3,1.42,0.239,0.2,0.2,1.1,0.0,0.667,0.929,2021
Iman Shumpert,,2,1,1,5.5,1.0,7.0,6.0,0.2,1.62,0.57,0.143,0.0,0.0,0.5,0.0,0.0,2.0,2021
Immanuel Quickley,NEW YORK KNICKS,64,37,27,19.4,11.4,36.6,17.0,3.0,4.84,4.33,0.312,0.1,0.0,0.4,1.6,0.0,0.269,2021
Isaac Bonga,WASHINGTON WIZARDS,40,16,24,10.8,2.0,10.8,6.4,0.3,1.87,1.13,0.181,0.2,0.0,0.7,0.75,0.0,0.615,2021
Isaac Okoro,CLEVELAND CAVALIERS,67,20,47,32.4,9.6,38.3,28.3,1.5,2.41,1.52,0.252,0.7,0.1,1.8,0.522,0.444,0.788,2021
Isaiah Hartenstein,CLEVELAND CAVALIERS,46,20,26,12.1,5.1,21.8,13.4,0.7,1.85,0.51,0.235,2.8,0.4,4.7,0.504,0.105,0.713,2021
Isaiah Joe,PHILADELPHIA 76ERS,41,22,19,9.3,3.7,14.0,8.2,0.5,2.05,1.34,0.266,0.0,0.0,0.0,0.0,0.0,2.0,2021
Isaiah Roby,OKLAHOMA CITY THUNDER,61,19,42,23.4,8.7,37.9,22.7,1.3,2.1,1.09,0.231,1.6,0.9,3.5,0.586,0.385,0.759,2021
